id,review,type_review,platform,date,language,views,votes,score,split
yariksson23,"Ставлю оценку 9/10.,Плюсы:,,+ Оригинальный сюжет. Я не особо люблю игры про зомби, но тут сюжет прям цепляет, и играть интересно. Одновременно он простой, и от этого он хорош.,,+ Геймплей. Авто-Прицеливания нет, и от этого было сложнее стрелять! в принципе как и в Uncharted. Управлять персонажами приятно, а это о многом говорит.,,+Атмосфера. Окружение, персонажи которые рассказывают истории, предметы которые находим, все это создает нужный тон и настрой для игры. Ты чувствуешь что пережим Джоэл, и обидно за Элли которая не знает всех прелестей жизни прошлой, все это потрясающе!,,+Персонажи. Все персонажи которых придется встретить, как-то запомнился, так или иначе и Это хорошо! Ведь тут никто не повторяется, как бывает в других играх, тут каждый уникальный. Кроме оленя, он олень :),,+Саундтрек. Он просто потрясающий :),,Минусы:,,- Мультиплеер. Он ужасный! кривой и через пару игр надоест вовсе. Карты только радуют, приятно посмотреть на те места, где был в сингле. А так 3/10 оценка мультиплеера!",normal,ps4,2020-07-11,Russian,0,0,9,train
kratosgamer10,"Masterpiece Amazing story telling, pretty good gameplay with realistic settings though it gets a bit repetitive. Enjoy the game for its amazing characters and relationships",expanded,ps4,2020-07-10,English,0,0,10,train
souravchoudhary,"This game is the best games I've ever played in every aspect ever. Mechanics, music, graphics I prefer the sequel, and I loved The Last of Us Part II just as much.,If I have to choose I wouldn't be able to. These both games have changed the way I imagine games and is in the level of Red Dead Redemption II and GTA V.",expanded,ps4,2020-07-10,English,0,0,10,train
Sinue182,un juego fenomenal de principio a fin jugabilida excelente la historia da giros inesperados y tiene un final que te deja con varias preguntas por responder ya que ellie no se cree del todo bien lo que joel le dice sobre las luciérnagas que hay muchos inmunes.,normal,ps4,2020-07-10,Spanish,0,0,10,train
80Nat08,Not much to say absolutely loved it . The one any only last of us :) big Joel fan xx,expanded,ps4,2020-07-10,English,0,0,10,train
Carolgamer,"A masterpiece game of the decade ♥️,This game is more than just a game. It has changed forever the games industry.",expanded,ps4,2020-07-10,English,0,0,10,test
iliapsi,Best game ever.I love TLOU.I love joul.I love Ellie.I pleyed it Fifteen times.,expanded,ps4,2020-07-10,English,0,0,10,train
Ideabox313,"One of my favorite games on the PS4. The gameplay is average for a stealth-shooter setpiece type game (like Deus Ex), though it is better at the highest difficulties when you cannot use listen mode. I think one of the biggest drawbacks is that you can miss interesting dialog/interactions if you try to sneak past some areas, so I would end up always trying to kill every enemy.,The story is mostly predictable, but executed well. I think it is the small bits of dialog scattered throughout the gameplay that really helps to format emotional connections with the characters. This makes the big scenes pay off more.",normal,ps4,2020-07-10,English,0,0,10,train
10181227,"More then miove art !!!!!!!!!!!!,More then moive art !!!!!!!!!!!!,More then moive art !!!!!!!!!!!!,More then moive art !!!!!!!!!!!!,Game art !",normal,ps4,2020-07-10,English,0,0,10,train
Oswaldo_017,"This game is absolutely one of the best I never have played, this game makes you get in on the world post-apocalyptic, and give you many emotional moments that make you love the game, characters are very nice, and all mechanics are very creative... this is an experience that everyone should have.",expanded,ps4,2020-07-10,English,0,0,9,train
Salvador98,"Hands down one of the best video games ever made and my favorite personally. The story is amazing and heartwarming paired with phenomenal game-play making you want to continue playing for hours on end. The graphics are some of the best on the PlayStation 3's catalog of games. This is a must have game for anyone that owns a Playstation and I highly recommend anyone that doesn't own one to pick one up with the purpose to play this game, it will not disappoint.",normal,ps4,2020-07-09,English,1,1,10,test
m1ku47,"похожа на охуенный фильм, всё очень живое, шедевр,--------------------------",expanded,ps4,2020-07-09,Russian,1,1,10,train
Barker8,This game is an all time great. What more can I say. If you own a PlayStation and you haven't played the last of us and the last of us part 2 then you're seriously missing out. Fantastic game!,expanded,ps4,2020-07-09,English,1,0,10,test
carolinareckb,"a game who change my life, I feel better for know that this game will be remember forever",expanded,ps4,2020-07-09,English,0,0,10,train
Doctor9068,"Игра, которая спустя десятилетия, будет такой же актуальной и замечательной! И точно не требующей никакого продолжения!",expanded,ps4,2020-07-09,Russian,0,0,10,train
SimoneGhetto94,"Game-play: 8/10 (some AI problems in stealth part),Graphics: 10/10,History: 10/10,Good game-play, stunning graphics (also considering that it was released on PS3) and great history. It is not the perfect game of course (the AI is not perfect in some part of the game) but the characters and the atmosphere of future pandemic world are very interesting.,Also the attention to details is incredible.,Surely the best video-game I ever played.",normal,ps4,2020-07-09,English,0,0,10,train
Andreuki,"Este juego es un rotundo 10, una obra maestra en el ámbito de los videojuegos.,Su historia te atrapa desde el primer momento, conectas con los personajes y cuando el titulo finaliza simplemente no lo quieres dejar ir.,Visualmente es precioso y no tiene nada que envidiar a otros titulos de la PS3.,Su GOTY es indiscutible y totalmente merecido.",expanded,ps4,2020-07-09,Spanish,0,0,10,train
Macaco_Fonetico,"The best game I have played in my life, this game is wonderful, everyone in the world need to play this game",expanded,ps4,2020-07-09,English,0,0,10,train
Jian_Li,I didnt realize The Last Of Us is an extraordinary masterpiece until I played The Last Of Us Part II.,expanded,ps4,2020-07-09,English,0,0,10,train
ramob,"I think this is the  first game that I've finished after a long interlude withouit playing videogames, and it was a great comeback. A masterpiece.",expanded,ps4,2020-07-09,English,0,0,10,train
AshenUndead,"Superb experience!.,This game is the definicion of a masterpiece, money well spent",expanded,ps4,2020-07-09,English,0,0,10,train
anamximo,I love The Last of Us part 1 & 2! Incredible franchise. Characters that makes you feel a lot. Neil Druckmann and Naughty Dog’s team made an incredible story.,expanded,ps4,2020-07-09,English,0,0,10,test
Indigowater2,One of the best games i have ever played i highly recommend it. Graphics are great gameplay is good and the story is one of the best i have ever seen.,expanded,ps4,2020-07-09,English,0,0,10,train
Alireza480Ra,"This game is a 10. I don't believe that a game can be perfect.Amazing Game, Perfect history, and a good gameplay, NaughtDog has a perfect game I mean that I had such a connection with the characters, that at the end of it, I felt like I needed more of the game.The Way its meant to be play .",normal,ps4,2020-07-09,English,0,0,10,train
TopNuke,Einfach krank!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,expanded,ps4,2020-07-09,German,0,0,10,train
Taffizx,"One of the best videogame experiences I've ever had. If not for the sometimes clunky combat, this would be a hard 10 but is a very strong 9 for me. The weapon's menu/rooster is probably the most intuitive I've played.",expanded,ps4,2020-07-09,English,0,0,9,train
moppen-sherrif,"- great characters,- awesome grpahics,- a very good written story,- powerfull sound effects,- very nice cutscenes",expanded,ps4,2020-07-09,English,0,0,9,train
ERRORCODE-20,Tlou is nearly flawless in its storytelling. Characters are beautifully written and acted. My only gripe is that the gameplay itself is merely acceptable. It didn't have me wanting more of its gameplay. But still it's good enough for the game to not be boring on a first playthrough. Which is all the characters need to blow you away.,expanded,ps4,2020-07-09,English,0,0,9,test
